Year,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved
2001,324649.19,-10.37,87.24,-6.91,-8.22,87.45,-4.76,-9.74
2001,325657,-6.54,86.51,-7.69,-4.39,86.72,-5.54,-10.05
2001,326862.09,-5.29,85.2,-8.61,-3.13,85.44,-6.45,-10.31
2001,300655.91,-10.35,83.09,-9.71,-8.19,83.27,-7.55,-10.65
2001,328973.09,-11.85,83.15,-10.85,-9.68,83.27,-8.69,-10.99
2001,326831.41,-13.62,81.53,-11.83,-11.45,81.65,-9.66,-11.16
2001,326930.69,-12.81,82,-12.51,-10.64,82.13,-10.34,-11.09
2001,328118.41,-11.38,83.48,-12.9,-9.21,83.6,-10.72,-10.82
2002,321389.41,-15.74,82.81,-13.03,-13.55,82.94,-10.84,-10.4
2002,324678.41,-13.67,81.01,-12.99,-11.47,81.07,-10.79,-9.93
2002,327802.31,-10.55,81.52,-12.88,-8.36,81.57,-10.68,-9.5
2002,326338.19,-12.99,80.54,-12.88,-10.77,80.58,-10.67,-9.25
2002,328787.19,-13.62,80.57,-13.08,-11.4,80.57,-10.86,-9.25
2002,323598.81,-10.62,80.63,-13.43,-8.39,80.57,-11.19,-9.41
2002,324877,-16.32,81.29,-13.79,-14.08,81.17,-11.55,-9.58
2002,322945,-15.14,80.67,-14.03,-12.89,80.52,-11.78,-9.58
2002,325969.41,-14.2,82.39,-14.15,-11.95,82.28,-11.89,-9.41
2002,323002.19,-11.71,81.77,-14.25,-9.44,81.66,-11.99,-9.19
2002,303260.81,-15.56,78.75,-14.45,-13.29,78.65,-12.18,-9.03
2002,322970.31,-14.3,79.28,-14.73,-12.02,79.22,-12.45,-8.96
2002,327554.09,-16.21,80.25,-15.01,-13.93,80.14,-12.73,-8.95
2002,335852.31,-14.55,81.77,-15.21,-12.27,81.64,-12.93,-8.95
2002,335401.41,-14.63,79.89,-15.25,-12.34,79.87,-12.96,-8.92
2002,336444.81,-17.65,79.4,-14.97,-15.35,79.35,-12.67,-8.75
2002,335406.69,-16.5,78.74,-14.25,-14.19,78.73,-11.94,-8.35
2002,334512.5,-11.75,81.62,-13.07,-9.44,81.52,-10.76,-7.7
2002,336829.69,-12.61,82.54,-11.56,-10.29,82.51,-9.24,-6.93
2002,332629.09,-10.07,82.98,-9.86,-7.75,83.02,-7.54,-6.15
2002,334294.59,-8.27,84.16,-8.15,-5.94,84.31,-5.82,-5.48
2002,332752.69,-5.83,82.23,-6.61,-3.5,82.42,-4.27,-5.05
2002,333642.09,-2.29,84.92,-5.4,0.05,85.1,-3.05,-4.96
2002,331833.5,-5.27,86.91,-4.52,-2.91,87.1,-2.18,-5.14
2002,331529.69,-4.62,91.34,-3.87,-2.28,91.54,-1.51,-5.38
2002,330965.91,-3.05,92.32,-3.26,-0.68,92.5,-0.9,-5.48
2002,331197,-2.15,92.01,-2.6,0.22,92.19,-0.22,-5.28
2002,330957.59,-3.38,91.48,-1.91,-1,91.68,0.47,-4.8
2002,331397.81,-1.22,96.04,-1.36,1.17,96.22,1.02,-4.19
2002,328997.09,3.39,97.13,-1.18,5.78,97.29,1.21,-3.7
2002,331124.31,-1.91,96.34,-1.54,0.47,96.5,0.85,-3.55
2002,334357,-1.74,93.52,-2.44,0.66,93.7,-0.04,-3.76
2002,334768.81,-2.44,92.4,-3.68,-0.03,92.55,-1.27,-4.22
2002,333972.41,-6.56,92.04,-5.03,-4.14,92.18,-2.61,-4.75
2002,334007.81,-7.04,91.98,-6.25,-4.62,92.16,-3.83,-5.18
2002,336080.5,-6.65,90.06,-7.15,-4.23,90.27,-4.73,-5.35
2003,336101.31,-9.43,88.81,-7.58,-7.01,88.89,-5.16,-5.15
2003,336995.09,-11.69,88.07,-7.51,-9.25,88.09,-5.08,-4.55
2003,330716.31,-4.68,87.64,-7.13,-2.25,87.71,-4.69,-3.76
2003,337325.31,-5.28,86.92,-6.84,-2.84,86.96,-4.4,-3.17
2003,337109.69,-3.46,86.59,-6.92,-1.01,86.65,-4.47,-3.02
2003,336450.19,-9.51,87.36,-7.31,-7.05,87.43,-4.85,-3.21
2003,330120.91,-9.39,88.49,-7.73,-6.92,88.46,-5.27,-3.46
2003,334689.09,-8.47,89.83,-7.98,-6,89.76,-5.5,-3.49
2003,335230.91,-7.26,88.36,-8.07,-4.78,88.3,-5.59,-3.34
2003,331657.19,-7.76,86.31,-8.2,-5.27,86.3,-5.71,-3.18
2003,320078.69,-7.25,87.8,-8.51,-4.76,87.76,-6.01,-3.15
2003,333961.09,-8.97,85.93,-9.01,-6.46,85.81,-6.5,-3.29
2003,334652.19,-10.43,84.93,-9.59,-7.9,84.88,-7.07,-3.52
2003,338825.19,-10.4,84.29,-10.13,-7.88,84.22,-7.61,-3.78
2003,334297.5,-10.4,84.55,-10.57,-7.86,84.47,-8.04,-4.04
2003,335128.5,-10.57,82.72,-10.85,-8.03,82.64,-8.32,-4.29
2003,333452.91,-13.17,82.36,-10.9,-10.63,82.38,-8.35,-4.48
2003,334772.91,-10.37,81.56,-10.63,-7.82,81.71,-8.07,-4.56
2003,333429.31,-11.36,82.07,-10.01,-8.8,82.16,-7.46,-4.53
2003,334942.59,-9.82,83.42,-9.14,-7.26,83.47,-6.58,-4.43
2003,333665,-6.46,84.03,-8.14,-3.88,84.15,-5.57,-4.37
2003,330180.69,-7.75,84.87,-7.08,-5.16,84.98,-4.49,-4.36
2003,330846,-5.95,84.41,-5.92,-3.37,84.6,-3.33,-4.33
2003,331292.59,-7.21,84.78,-4.63,-4.61,85,-2.04,-4.15
2003,331523,-1.73,87.72,-3.31,0.87,87.88,-0.71,-3.85
2003,331959,0.08,86.76,-2.12,2.67,86.89,0.48,-3.54
2003,331709.41,-1.37,86.93,-1.23,1.24,87.11,1.38,-3.31
2003,331072.31,-0.78,88.92,-0.66,1.84,89.11,1.96,-3.16
2003,329869.09,0.66,89.36,-0.4,3.28,89.55,2.23,-3.05
2003,332393,-0.37,89.14,-0.51,2.26,89.29,2.12,-3.05
2003,331095.69,1.94,91.66,-1.08,4.58,91.83,1.56,-3.27
2003,333406.19,-1.35,89.7,-2.03,1.29,89.89,0.62,-3.66
2003,287976.91,-3.91,87.68,-3.05,-1.28,87.84,-0.4,-3.98
2003,57372.3,-9.03,92.23,-3.83,-6.3,92.32,-1.16,-3.96
2003,333051.81,-2.33,86.45,-4.24,0.32,86.5,-1.57,-3.56
2003,335903.69,-2.25,84.83,-4.39,0.41,84.9,-1.72,-2.93
2003,338310.19,-6.29,83.94,-4.42,-3.63,83.95,-1.75,-2.24
2004,339370.19,-6.62,84.3,-4.42,-3.94,84.28,-1.75,-1.63
2004,333236.31,-2,86.68,-4.55,0.68,86.77,-1.88,-1.27
2004,331235.69,-2.04,85.93,-4.98,0.64,86.02,-2.3,-1.31
2004,337695.91,-4.6,82.99,-5.68,-1.91,82.97,-2.99,-1.72
2004,244024,-11.69,83.45,-6.41,-9.02,83.31,-3.7,-2.21
2004,213833.5,-6.98,83.21,-6.86,-4.22,83.07,-4.14,-2.47
2004,337019.59,-5.48,84.27,-7,-2.75,84.15,-4.28,-2.43
2004,336931.19,-7.41,85.13,-7,-4.68,85.03,-4.27,-2.22
2004,335070.69,-7.52,85.8,-7.04,-4.78,85.71,-4.3,-2.01
2004,262906.09,-5.93,87.24,-7.25,-3.17,87.03,-4.5,-1.91
2004,333578.81,-7.54,87.18,-7.78,-4.79,87,-5.03,-2.11
2004,334585.41,-5.89,85.66,-8.69,-3.13,85.44,-5.93,-2.66
2004,337527.31,-10.26,83.11,-9.89,-7.49,83.04,-7.12,-3.52
2004,338586.81,-11.81,82.72,-11.04,-9.04,82.58,-8.27,-4.41
2004,335046.31,-15.65,84.4,-11.72,-12.89,84.27,-8.95,-4.93
2004,335732.41,-12.1,83.56,-11.65,-9.33,83.48,-8.88,-4.86
2004,336848.81,-13.22,82.22,-10.8,-10.44,82.22,-8.02,-4.19
2004,334166.69,-10.73,82.99,-9.4,-7.93,82.99,-6.61,-3.17
2004,326854.69,-5.03,81.45,-7.86,-2.23,81.41,-5.05,-2.22
2004,330953.19,-4.77,83.26,-6.49,-1.95,83.23,-3.68,-1.65
2004,331774.59,-5.47,84.1,-5.36,-2.66,84.16,-2.54,-1.48
2004,331255.81,-6.32,82.71,-4.3,-3.48,82.81,-1.47,-1.49
2004,332555.19,-4.07,84.88,-3.12,-1.24,84.97,-0.29,-1.43
2004,333818.59,-0.29,86.37,-1.81,2.53,86.52,1.03,-1.22
2004,332026,-0.42,87.82,-0.51,2.43,88,2.33,-0.93
2004,330330.5,0.03,88.55,0.58,2.89,88.77,3.43,-0.68
2004,329841.19,4.58,89.39,1.33,7.43,89.52,4.19,-0.57
2004,330668.41,1.43,87.13,1.69,4.3,87.29,4.56,-0.59
2004,331419,1.71,88.57,1.69,4.58,88.72,4.56,-0.72
2004,325355.09,2.83,87.81,1.39,5.71,88,4.27,-0.87
2004,327828,0.46,88.2,0.91,3.34,88.38,3.8,-0.98
2004,332596.59,0.41,88.78,0.35,3.3,88.98,3.24,-0.97
2004,332267.19,0.31,88.04,-0.16,3.2,88.11,2.73,-0.78
2004,330029.09,-3.36,87.32,-0.55,-0.45,87.43,2.35,-0.37
2004,335566.91,0.52,86.52,-0.84,3.42,86.61,2.06,0.15
2004,329079.81,-1.24,86.68,-1.22,1.66,86.79,1.69,0.55
2004,337048.5,2.43,85.85,-1.77,5.34,86.01,1.14,0.71
2005,339411.31,-5.37,86.35,-2.37,-2.46,86.5,0.55,0.72
2005,334575.41,-6.06,85.31,-2.73,-3.14,85.38,0.19,0.84
2005,335040,-2.41,85.23,-2.69,0.51,85.21,0.24,1.26
2005,336761.41,-1.43,84.8,-2.34,1.51,84.67,0.6,1.9
2005,330183.91,-1.66,85.93,-1.9,1.29,85.83,1.04,2.55
2005,326485.5,-2.89,87.29,-1.6,0.07,87.18,1.35,3.04
2005,334019.09,1.36,90.06,-1.57,4.31,89.9,1.39,3.26
2005,333148.69,0.14,89.3,-1.83,3.1,89.17,1.14,3.21
2005,327983.31,-5.29,85.78,-2.28,-2.33,85.66,0.7,3.02
2005,338030.59,-3.46,83.27,-2.77,-0.47,83.07,0.21,2.83
2005,333160.81,-0.1,84.24,-3.21,2.9,83.99,-0.21,2.75
2005,333597.59,-5.79,85.42,-3.55,-2.77,85.3,-0.55,2.76
2005,335915,-4.62,85.06,-3.76,-1.61,84.93,-0.75,2.88
2005,335539.81,-3.63,85.38,-3.81,-0.63,85.16,-0.79,3.1
2005,333971.09,-3.51,84.02,-3.71,-0.5,83.8,-0.69,3.34
2005,337847.31,-3.81,83.04,-3.5,-0.78,82.99,-0.47,3.54
2005,338509.59,-3.68,82.81,-3.2,-0.65,82.71,-0.16,3.63
2005,336165.31,-2.5,81.85,-2.78,0.54,81.72,0.26,3.63
2005,335105.31,-3.66,82.23,-2.24,-0.6,82.13,0.81,3.54
2005,331750.19,-0.36,81.96,-1.6,2.69,82.05,1.46,3.36
2005,333718.09,-2.09,81.26,-0.91,0.97,81.27,2.16,3.07
2005,324330.31,1.34,81.43,-0.19,4.42,81.46,2.88,2.7
2005,331508,-0.55,81.2,0.59,2.54,81.35,3.67,2.36
2005,327830.59,0.56,82.24,1.5,3.63,82.4,4.59,2.18
2005,330036,2.5,82.78,2.53,5.59,82.87,5.62,2.21
2005,330547.19,3.73,84.58,3.55,6.83,84.65,6.66,2.43
2005,191083.41,5.98,91.97,4.36,9.12,92.07,7.47,2.63
2005,208936.5,6.24,84.05,4.82,9.38,84.22,7.94,2.75
2005,330662.19,5.84,82.75,4.97,8.94,82.87,8.09,2.82
2005,330771.31,2.91,83.97,5,6.03,84.03,8.12,3.02
2005,330654.91,3.93,86.12,5.06,7.06,86.17,8.19,3.5
2005,332025,7.18,87.03,5.11,10.3,87.05,8.25,4.15
2005,330806.59,5.67,85.73,4.97,8.82,85.71,8.11,4.74
2005,335361.19,5.69,83.95,4.5,8.83,83.99,7.64,5.06
2005,337092.41,3.83,83.5,3.66,6.98,83.57,6.81,5.04
2005,336864.91,2.73,83.29,2.55,5.89,83.23,5.7,4.7
2005,334979.59,2.1,83.84,1.32,5.26,83.74,4.48,4.17
2006,337345.91,-0.95,81.91,0.13,2.21,81.85,3.29,3.56
2006,338687.81,-2.18,82.55,-0.85,0.98,82.51,2.31,3.04
2006,338609.5,-1.92,82.3,-1.55,1.25,82.19,1.63,2.71
2006,337223.81,-1.93,85.38,-1.97,1.25,85.23,1.21,2.55
2006,335059.41,-3.17,85.4,-2.24,0.01,85.2,0.95,2.49
2006,335596.59,-2.16,87.49,-2.5,1.04,87.27,0.69,2.41
2006,334302.91,0.23,87.44,-2.88,3.44,87.21,0.33,2.23
2006,336557.59,-6.01,88.31,-3.36,-2.79,88.09,-0.15,1.97
2006,337430.69,-4.02,88.38,-3.89,-0.79,88.08,-0.66,1.72
2006,335712.91,-3.15,85.9,-4.36,0.08,85.61,-1.13,1.55
2006,333023.09,-5.18,86.68,-4.69,-1.94,86.39,-1.45,1.58
2006,333935.91,-6.44,86.45,-4.74,-3.18,86.26,-1.5,1.87
2006,332995.59,-6.44,84.43,-4.44,-3.2,84.22,-1.19,2.5
2006,333382.59,-3.33,84.05,-3.82,-0.08,83.9,-0.56,3.36
2006,332667,-1.51,83.92,-3.02,1.77,83.94,0.24,4.28
2006,331722.81,-3.11,83.51,-2.18,0.15,83.47,1.09,5.07
2006,335241.31,-1.75,82.96,-1.29,1.52,82.95,1.98,5.71
2006,335389.09,-1.09,81.66,-0.34,2.2,81.67,2.93,6.19
2006,332088,1.49,81.34,0.56,4.74,81.39,3.84,6.43
2006,336416.09,2.89,81.43,1.31,6.17,81.45,4.59,6.31
2006,332966.31,2.08,81.34,1.87,5.38,81.45,5.17,5.88
2006,332709.09,2.25,81.88,2.44,5.55,81.96,5.75,5.36
2006,332923.19,0.2,84.23,3.28,3.51,84.36,6.59,5.06
2006,330071.19,3.12,85.16,4.5,6.45,85.33,7.82,5.21
2006,327689.81,6.96,88,5.91,10.3,88.23,9.24,5.66
2006,329379.41,9.49,87.04,7.12,12.85,87.23,10.47,6.11
2006,324011.69,10.87,87.68,7.87,14.21,87.84,11.22,6.3
2006,331231.31,6.8,88.2,8.18,10.15,88.41,11.53,6.31
2006,327244,6.74,89.23,8.24,10.1,89.46,11.58,6.32
2006,330563.19,9.38,88.43,8.15,12.74,88.67,11.5,6.46
2006,145329.3,9.19,88.85,7.83,12.49,89.14,11.18,6.59
2006,259149.09,7.54,88.58,6.11,10.94,88.69,9.48,6.26
2006,335114.81,3.22,87.01,5.08,6.59,87.1,8.45,6.03
2006,324480.69,6.02,86.99,4.13,9.37,87.12,7.51,5.89
2006,336439.31,2.58,84.73,3.2,5.97,84.86,6.59,5.73
2006,338004.69,2.59,82.81,2.28,5.98,82.95,5.67,5.48
2007,335609.31,1.19,81.69,1.52,4.59,81.67,4.92,5.28
2007,336097.09,-0.21,82.99,0.73,3.2,82.91,4.14,4.94
2007,336639.41,-0.6,84.14,0.36,2.81,84.16,3.77,4.91
2007,337740.19,-1.07,85.42,0.33,2.35,85.32,3.75,5.13
2007,334254.19,-0.07,85.17,0.51,3.36,85.01,3.94,5.52
2007,336829.81,3.95,87.27,0.66,7.39,87.07,4.1,5.85
2007,336134.81,0.68,89.26,0.61,4.11,89.01,4.06,6
2007,335549.41,-0.14,89.8,0.4,3.32,89.53,3.86,6.02
2007,335189,-1.63,88.34,0.13,1.85,88.1,3.6,6.03
2007,333723,1.27,89.31,-0.19,4.75,89.17,3.29,6.04
2007,333330.19,0.96,86.81,-0.64,4.45,86.56,2.84,5.93
2007,333691.69,-0.3,85.62,-1.21,3.19,85.34,2.28,5.72
2007,335065.41,-5.27,85.1,-1.73,-1.79,84.91,1.76,5.5
2007,335579,-2.21,85.62,-2,1.28,85.56,1.5,5.46
2007,332442.31,-1.76,83.07,-1.98,1.74,83,1.52,5.56
2007,336762.09,-1.75,82.53,-1.77,1.77,82.48,1.75,5.7
2007,333971,-2.05,81.3,-1.48,1.47,81.24,2.05,5.71
2007,335141.91,-0.72,83.71,-1.2,2.83,83.71,2.33,5.48
2007,336003.69,0,83.12,-0.93,3.53,83.05,2.61,5.05
2007,335186.59,-1.2,81.54,-0.57,2.35,81.63,2.98,4.52
2007,331012.31,-2.38,80.39,0.02,1.19,80.48,3.58,4.09
2007,332730.91,-0.6,82.09,0.86,2.97,82.08,4.42,3.81
2007,331626.59,5.36,81.04,1.79,8.93,81.08,5.37,3.63
2007,331460.59,2.85,82.03,2.66,6.44,82.21,6.24,3.44
2007,331485.59,2.02,83.99,3.41,5.61,84.17,7.01,3.27
2007,330815.59,3.22,85.57,4.12,6.83,85.75,7.71,3.22
2007,331999.41,7.07,87.53,4.78,10.67,87.7,8.38,3.38
2007,332423.41,5.26,87.79,5.35,8.87,88.02,8.96,3.71
2007,327691.5,4.75,87.89,5.82,8.37,88.1,9.43,4.19
2007,332829.81,7.74,86.74,6.18,11.34,86.95,9.79,4.82
2007,334897.91,5.44,85.96,6.41,9.06,86.09,10.02,5.53
2007,335563,7.25,84.95,6.39,10.86,85.02,10.01,6.17
2007,336075,8.33,83.81,5.95,11.96,83.85,9.57,6.49
2007,334085.19,6.29,82.8,5.01,9.91,82.94,8.64,6.37
2007,336405.81,4.82,82.26,3.73,8.46,82.36,7.36,5.89
2007,335947.5,-0.37,81.47,2.46,3.26,81.55,6.1,5.37
2007,338065.91,-1.07,83.21,1.51,2.55,83.11,5.15,5.07
2008,336279.5,1.28,83.73,0.93,4.93,83.52,4.58,5.03
2008,336230.81,2.35,84.61,0.5,6.01,84.49,4.16,5.03
2008,336290.69,1.15,85.49,0.03,4.81,85.42,3.7,4.89
2008,332937,-2.8,87.42,-0.48,0.88,87.27,3.19,4.61
2008,335028.09,-0.33,89.46,-0.92,3.35,89.2,2.76,4.37
2008,335530.5,-2.88,90.34,-1.21,0.82,90.07,2.48,4.26
2008,336841.41,-0.54,91.19,-1.42,3.16,90.85,2.28,4.25
2008,336010.81,-0.18,90.37,-1.69,3.52,90.05,2.02,4.22
2008,333691.41,-2.34,90.18,-2.08,1.39,89.83,1.64,4.12
2008,332549.19,-2.87,89.57,-2.48,0.86,89.13,1.25,4.05
2008,333594.59,-2.88,89.92,-2.64,0.84,89.6,1.09,4.24
2008,335842.09,-5.53,89.03,-2.31,-1.8,88.69,1.43,4.92
2008,146891.5,-3.66,87.64,-1.4,0.13,87.42,2.35,6.13
2008,332612,0.92,85,-0.1,4.67,84.93,3.66,7.64
2008,336471,3.92,85.39,1.22,7.68,85.3,4.98,9.02
2008,336265.09,2.22,85.29,2.29,5.98,85.17,6.05,9.97
2008,335538,3.06,82.56,3.02,6.82,82.42,6.79,10.39
2008,334785.5,4.37,82.42,3.51,8.13,82.36,7.28,10.34
2008,335843.81,3.81,82.35,3.89,7.6,82.36,7.67,10
2008,325088.91,3.56,83.75,4.3,7.33,83.95,8.1,9.51
2008,332808.81,4.42,85.51,4.84,8.24,85.73,8.65,9.01
2008,325853.59,4.49,84.51,5.53,8.34,84.58,9.35,8.59
2008,333062.19,7.6,84.6,6.3,11.41,84.73,10.12,8.24
2008,324881.19,7.11,86.21,7.03,10.95,86.45,10.86,7.93
2008,326712.5,8.21,86.81,7.7,12.05,87.16,11.53,7.69
2008,330326.5,7.27,87.58,8.31,11.09,87.86,12.14,7.58
2008,329658.19,9.16,87.14,8.88,12.99,87.32,12.72,7.68
2008,329756.59,9.93,85.26,9.34,13.78,85.45,13.18,7.92
2008,332652.69,10.56,87.07,9.58,14.41,87.28,13.43,8.21
2008,332637,10.78,86.65,9.53,14.64,86.93,13.38,8.45
2008,333122,8.88,85.51,9.24,12.74,85.69,13.1,8.68
2008,333620.59,8.61,85.23,8.8,12.48,85.35,12.67,8.91
2008,334840.09,6.99,85.22,8.24,10.85,85.46,12.11,9.11
2008,331079,11.32,84.66,7.5,15.21,84.75,11.37,9.18
2008,334938.59,6.66,84.41,6.58,10.53,84.56,10.45,9.05
2008,336342.59,3.15,83.14,5.62,7.02,83.14,9.51,8.85
2009,338789,4.22,83.88,4.84,8.1,83.73,8.73,8.7
2009,257730.91,3.76,82.24,4.3,7.67,82.12,8.2,8.7
2009,333732.81,5.55,83.96,3.97,9.43,83.93,7.87,8.78
2009,335378.59,2.77,83.34,3.78,6.68,83.22,7.69,8.9
2009,337493.69,1.91,84.92,3.77,5.83,84.68,7.68,9.12
2009,337354.31,4.42,85.93,3.92,8.35,85.71,7.84,9.47
2009,334843,4.69,86.26,4.13,8.63,86.07,8.07,9.87
2009,334038,4.53,86.3,4.25,8.47,86.08,8.2,10.2
2009,334402.31,5.22,85.62,4.19,9.18,85.32,8.15,10.38
2009,333119.91,4.02,85.88,3.97,7.99,85.53,7.93,10.44
2009,336361.19,3.07,86.06,3.67,7.04,85.81,7.64,10.48
2009,336711.5,3.39,85.15,3.38,7.37,84.88,7.36,10.55
2009,332712.41,2.68,84.33,3.13,6.69,84.06,7.11,10.64
2009,332386.5,3.82,84.24,2.93,7.8,84.17,6.93,10.74
2009,335242.09,2.47,83.38,2.84,6.46,83.31,6.84,10.83
2009,321344.09,0.81,82.03,2.91,4.83,82.04,6.91,10.94
2009,331091.91,3.63,81.54,3.17,7.63,81.59,7.18,11.07
2009,336542.19,4.55,80.14,3.64,8.57,80.14,7.66,11.2
2009,331509.31,3.19,78.58,4.37,7.22,78.65,8.4,11.37
2009,335108.41,2.6,79.66,5.45,6.63,79.72,9.49,11.7
2009,332634.31,6.17,79.88,6.85,10.24,79.94,10.9,12.17
2009,332464.5,11.45,80.57,8.39,15.51,80.61,12.44,12.64
2009,333725.81,9.88,81.7,9.87,13.94,81.93,13.93,13.01
2009,328392.09,10.23,84.84,11.25,14.31,85.16,15.32,13.28
2009,330657.59,12.19,85.07,12.61,16.27,85.35,16.69,13.61
2009,329677.31,14.09,85.39,13.95,18.15,85.6,18.02,14.05
2009,330518.09,16.64,85.49,15.15,20.73,85.74,19.23,14.57
2009,330027,17.03,85.93,16.13,21.12,86.15,20.21,15.11
2009,331216.69,16.4,85.71,16.83,20.49,86.12,20.92,15.65
2009,329727.41,17.35,85.41,17.26,21.43,85.73,21.35,16.16
2009,330583.59,18.83,86.8,17.35,22.93,87.18,21.45,16.6
2009,332013.31,19.43,89.1,17.01,23.54,89.35,21.11,16.79
2009,334486.19,15.4,87.64,16.25,19.49,87.82,20.35,16.72
2009,334486,16.32,88.17,15.19,20.42,88.34,19.29,16.44
2009,333101.31,13.84,87.96,14.02,17.94,88.12,18.13,16.09
2009,335199.5,10.27,86.91,12.89,14.38,87.18,17,15.75
2009,336386.81,14.4,87.63,11.84,18.5,87.87,15.95,15.41
2010,337765.5,10.12,87.07,10.85,14.25,87.17,14.97,15.05
2010,334619.09,9.86,85.67,10.02,13.98,85.62,14.14,14.72
2010,336505.31,8.3,84.67,9.54,12.43,84.58,13.67,14.64
2010,335995.19,5.73,84.68,9.54,9.85,84.58,13.68,14.94
2010,335571.5,10.04,87.29,9.88,14.19,87.2,14.03,15.51
2010,337393.41,13.11,87.3,10.16,17.27,87.21,14.32,15.98
2010,335135.19,14.73,88.76,9.97,18.9,88.67,14.14,15.98
2010,334193.09,6.7,86.79,9.33,10.87,86.55,13.51,15.55
2010,335680.31,7.35,86.05,8.53,11.56,85.81,12.72,15
2010,335739.41,6.57,86.57,7.9,10.78,86.41,12.1,14.67
2010,336449.41,8.37,85.73,7.57,12.59,85.45,11.78,14.69
2010,335204,7.44,84.6,7.51,11.65,84.26,11.73,14.99
2010,335781,6.12,84.71,7.7,10.34,84.45,11.93,15.52
2010,334723.5,7,84.94,8.11,11.25,84.78,12.35,16.2
2010,336418.59,10.23,85.01,8.67,14.47,84.8,12.92,16.93
2010,336054.19,8.95,83.47,9.24,13.21,83.3,13.49,17.51
2010,336391.69,9.78,85.22,9.69,14.02,85.24,13.94,17.78
2010,336233.59,11.25,84.38,9.95,15.51,84.35,14.21,17.66
2010,333236.5,10.53,83.23,10.04,14.83,83.29,14.31,17.15
2010,333527,8.58,82.9,10.05,12.84,82.98,14.32,16.36
2010,336201.91,10.64,81.92,10.02,14.92,82,14.31,15.38
2010,333257.31,10.47,82.48,10,14.75,82.6,14.29,14.28
2010,330932.59,9.19,85.18,9.99,13.5,85.55,14.29,13.15
2010,331431.5,11.25,85.96,10.05,15.56,86.31,14.35,12.1
2010,334763.59,7.69,87.33,10.22,12.02,87.62,14.53,11.27
2010,331691.69,10.78,88.71,10.52,15.1,88.99,14.84,10.72
2010,330917.41,12.23,89.98,10.9,16.53,90.33,15.22,10.46
2010,332638.81,11.13,89.95,11.24,15.47,90.19,15.57,10.42
2010,331214.31,9.95,91.65,11.44,14.28,91.85,15.78,10.5
2010,330143.91,14.23,90.22,11.4,18.59,90.42,15.75,10.61
2010,331623.41,12.31,90.24,11,16.67,90.45,15.35,10.58
2010,332020.19,9.92,90.26,10.23,14.27,90.45,14.58,10.38
2010,334243,10.15,88.19,9.22,14.5,88.34,13.57,10.08
2010,336248.69,6.76,89.13,8.19,11.11,89.21,12.55,9.85
2010,337267,6.71,89.5,7.3,11.07,89.45,11.67,9.78
2010,335600.69,5.79,88.22,6.6,10.17,88.07,10.96,9.85
2010,336405.09,7.52,89.29,6,11.88,89.16,10.37,9.96
2011,338228.31,5.16,89.71,5.46,9.54,89.56,9.83,10.02
2011,337258.41,4.02,91.83,4.99,8.4,91.72,9.37,10.03
2011,337006.31,4.15,90.11,4.64,8.53,89.91,9.02,10.05
2011,338413.59,4.43,90.11,4.38,8.81,89.88,8.77,10.08
2011,334478.31,4.76,90.63,4.1,9.12,90.4,8.5,10.02
2011,336670.41,4.48,90.08,3.7,8.89,89.8,8.1,9.79
2011,335765.69,3.19,91.26,3.12,7.63,91.08,7.54,9.41
2011,337186.19,3.34,91.53,2.48,7.78,91.31,6.92,9
2011,335539.41,-0.79,91.68,1.91,3.65,91.38,6.35,8.68
2011,333517.31,1.92,91.22,1.49,6.38,90.9,5.94,8.57
2011,334905.09,1.92,92.41,1.26,6.37,92.14,5.72,8.69
2011,336046.19,1.15,91.95,1.25,5.61,91.73,5.71,9.03
2011,337007.19,-1.97,89.66,1.53,2.51,89.42,6,9.64
2011,336056.19,2.9,87.98,2.17,7.38,87.72,6.65,10.54
2011,337454.41,3.55,85.93,3.12,8.05,85.77,7.61,11.64
2011,336642.81,2.22,86.23,4.25,6.7,86.2,8.74,12.74
2011,335755.41,6.28,83.36,5.37,10.77,83.3,9.86,13.64
2011,337899.81,9.28,82.86,6.33,13.77,82.76,10.83,14.18
2011,334238.19,6.34,82.36,7.13,10.86,82.3,11.64,14.35
2011,336547,6.67,80.86,7.97,11.18,80.88,12.49,14.36
2011,336945.41,7.31,81.91,9.09,11.85,82.06,13.62,14.49
2011,333203.81,9.3,83.3,10.57,13.83,83.45,15.11,14.89
2011,329602.81,13.82,83.42,12.2,18.37,83.56,16.75,15.4
2011,328650.69,14.71,85.78,13.67,19.29,85.97,18.22,15.77
2011,330581.5,16.74,86.62,14.74,21.31,86.89,19.31,15.87
2011,332555.59,15.98,88.9,15.45,20.53,89.29,20.01,15.75
2011,333672.91,14.08,87.85,15.92,18.64,88.13,20.49,15.64
2011,332080.09,16.16,88.19,16.26,20.76,88.42,20.83,15.63
2011,328861.91,18.03,87.64,16.34,22.58,87.9,20.91,15.64
2011,331318.31,19.98,89.71,16.01,24.57,90.07,20.59,15.5
