Year,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved
2011,332517.91,14.25,89.1,15.35,18.82,89.43,19.93,15.26
2011,334002.59,11.85,88.68,14.63,16.45,88.98,19.21,15.14
2011,336375.09,12.92,85.48,14.09,17.52,85.57,18.68,15.34
2011,336496.19,16.02,85.11,13.77,20.62,85.25,18.37,15.82
2011,335571,13.52,83.22,13.57,18.11,83.49,18.17,16.43
2011,336783.41,12.33,82.84,13.47,16.94,82.91,18.08,17.11
2011,338349.41,11.9,82.59,13.54,16.51,82.61,18.15,17.86
2012,337542.91,14.75,81.67,13.79,19.37,81.66,18.41,18.69
2012,338352.5,13.83,81.71,14.11,18.45,81.61,18.74,19.48
2012,338388.19,15.52,81.47,14.34,20.15,81.26,18.98,20.07
2012,335684.41,14.28,82.89,14.38,18.91,82.74,19.02,20.37
2012,335261,15.25,84.74,14.18,19.91,84.44,18.84,20.39
2012,336001.31,14.27,86.03,13.82,18.94,85.73,18.48,20.2
2012,337858,12.44,87.51,13.4,17.11,87.23,18.08,19.99
2012,335724.69,12.35,88.06,13.05,17.03,87.63,17.73,19.85
2012,333746.91,13.39,86.86,12.83,18.08,86.46,17.52,19.9
2012,332401.41,12.04,88.15,12.73,16.71,87.79,17.42,20.11
2012,334138.09,12.49,87.73,12.71,17.21,87.39,17.42,20.45
2012,335050.59,13.25,88,12.75,17.97,87.71,17.46,20.83
2012,334163,12.65,87.97,12.84,17.37,87.78,17.56,21.25
2012,335113.91,13.19,86.48,13.07,17.92,86.38,17.79,21.71
2012,335714.91,11.33,84.85,13.55,16.05,84.83,18.28,22.32
2012,336495,13.03,84.35,14.34,17.77,84.35,19.07,23.05
2012,336122.91,17.47,83.6,15.39,22.2,83.52,20.13,23.86
2012,336965.19,15.88,82.48,16.62,20.62,82.63,21.37,24.64
2012,337024.81,15.83,82.51,17.98,20.6,82.57,22.74,25.34
2012,332949.09,20.3,83.07,19.36,25.05,83.26,24.12,25.86
2012,334913.31,22.77,83.38,20.59,27.55,83.6,25.36,26.09
2012,331282.41,22,83.78,21.57,26.75,84.01,26.35,25.98
2012,331605.41,22.98,85.26,22.38,27.78,85.61,27.16,25.66
2012,332803.81,20.01,86.68,23.21,24.8,87.1,28,25.42
2012,331942.41,24.97,87.01,24.24,29.77,87.39,29.03,25.48
2012,332335.19,24.82,85.98,25.39,29.61,86.37,30.19,25.85
2012,330801.91,28.14,85.51,26.42,32.95,85.85,31.23,26.32
2012,329162.69,28.22,87.47,27.13,33.04,87.8,31.93,26.71
2012,331023.41,28.95,85.1,27.39,33.75,85.47,32.2,26.94
2012,330549.59,27.02,85.08,27.28,31.81,85.4,32.09,27.04
2012,334026.69,26.73,84.6,26.94,31.54,84.96,31.75,27.13
2012,334259.69,26.94,83.49,26.51,31.77,83.74,31.33,27.33
2012,335119,25.85,82.37,26.05,30.67,82.61,30.88,27.61
2012,336879.19,24.69,81.32,25.57,29.54,81.55,30.41,27.94
2012,336498.91,27.28,79.93,25.04,32.13,80.06,29.88,28.22
2012,335016.81,23.12,80.68,24.44,27.95,80.75,29.29,28.39
2012,336912,24.43,80.77,23.85,29.28,80.84,28.7,28.47
2013,338951,22.66,80.6,23.33,27.51,80.53,28.19,28.52
2013,337092.31,21.41,81.16,22.96,26.28,80.96,27.83,28.61
2013,333237.19,23.81,81.56,22.7,28.69,81.37,27.58,28.7
2013,328464.41,23.25,81.13,22.49,28.15,81.04,27.37,28.74
2013,336104.09,21.32,81.88,22.27,26.21,81.64,27.16,28.73
2013,337714.91,21.55,83.92,22.04,26.44,83.57,26.93,28.67
2013,335509.09,22.72,85.3,21.74,27.62,84.98,26.64,28.57
2013,334472.5,21.71,86.6,21.28,26.63,86.31,26.18,28.33
2013,88863.8,21.98,84.41,20.56,26.78,84.16,25.48,27.89
2013,224638.59,20.36,87.41,19.66,25.38,87.05,24.59,27.31
2013,335249.19,15.91,86.44,18.73,20.86,86.08,23.67,26.74
2013,334704.41,18.24,88.5,17.88,23.19,88.22,22.83,26.24
2013,336127.41,18.54,89.3,17.13,23.48,89.2,22.09,25.81
2013,336840.81,15.75,88.38,16.49,20.74,88.14,21.47,25.42
2013,335043.81,14.71,87.29,16.05,19.7,87.01,21.03,25.07
2013,335348.31,15.07,86.01,15.9,20.06,85.75,20.89,24.85
2013,336382.81,15.19,84.06,16.1,20.19,83.98,21.1,24.78
2013,335316.91,17.24,81.99,16.62,22.22,81.89,21.62,24.81
2013,333918.09,16.19,82.74,17.38,21.21,82.77,22.39,24.88
2013,333929.09,17.27,82.03,18.29,22.28,82.07,23.31,24.91
2013,331324.59,20.72,83.01,19.22,25.76,83.09,24.25,24.83
2013,331911.59,22.08,82.29,20.08,27.13,82.47,25.12,24.58
2013,331663.69,18.25,84.21,20.91,23.31,84.43,25.95,24.29
2013,332255,21.28,83.97,21.8,26.35,84.21,26.84,24.1
2013,235133.2,23.42,83.33,22.77,28.4,83.78,27.81,24.12
2013,168523.7,24.48,85.17,23.75,29.56,85.46,28.79,24.34
2013,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
2013,329659.09,25.7,88.28,25.4,30.74,88.49,30.45,25.21
2013,332128.41,25.57,87.1,25.99,30.62,87.45,31.05,25.81
2013,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
2013,332953.09,27.85,85.78,26.31,32.94,86.25,31.38,26.86
2013,334072.19,25.91,83.98,25.87,30.99,84.4,30.95,27.07
2013,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
2013,336118.31,25.32,83.2,24.1,30.42,83.53,29.18,26.86
2013,335633.19,20.72,82.8,23.16,25.79,83.13,28.25,26.73
2013,335779,21.23,83.43,22.49,26.34,83.75,27.58,26.81
2013,335769.31,22.48,81.57,22.15,27.55,81.65,27.24,27.12
2014,337759.91,21.44,81.91,22.13,26.52,81.99,27.22,27.64
2014,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
2014,336316.31,21.9,83.02,22.71,27,83.02,27.81,28.98
2014,337885.91,23,84.09,23.15,28.11,84,28.26,29.67
2014,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
2014,335000.81,25.08,86.65,23.6,30.19,86.5,28.72,30.49
2014,335435.31,23.6,86.29,23.36,28.74,86.09,28.49,30.45
2014,335904.81,22.85,87.09,22.77,28,86.95,27.92,30.11
2014,336490.31,23.19,86.19,21.89,28.33,86.16,27.04,29.51
2014,336858.59,21.33,84.44,20.79,26.51,84.28,25.96,28.75
2014,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
2014,334554.5,17.12,84.78,18.69,22.3,84.82,23.88,27.36
2014,335506.59,17.62,84.61,18.1,22.81,84.63,23.3,27.07
2014,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
2014,335143.19,17.75,84.02,18.31,22.99,83.98,23.53,27.57
2014,335375.19,18.97,83.65,19.07,24.2,83.67,24.3,28.22
2014,332034.91,18.58,80.93,20.16,23.81,81.13,25.39,29
2014,333313.91,21.41,80.34,21.47,26.67,80.45,26.71,29.78
2014,334712,23.76,79.29,22.89,29,79.48,28.13,30.47
2014,333016.19,24.93,80.02,24.31,30.17,80.14,29.55,30.97
2014,330122.31,24.11,81.89,25.68,29.34,82.11,30.93,31.3
2014,330136.5,27.78,82.29,26.97,33.03,82.72,32.23,31.48
2014,330758.31,29.21,83.24,28.08,34.49,83.76,33.34,31.47
2014,328850.81,29.96,84.31,28.93,35.24,84.79,34.2,31.27
2014,327962.31,29.47,85.76,29.52,34.74,86.29,34.8,30.95
2014,328248.59,30.57,87.45,29.98,35.86,88.04,35.26,30.69
2014,330430.31,28.52,87.14,30.41,33.81,87.7,35.7,30.65
2014,329976.41,30.65,86.78,30.78,35.95,87.24,36.07,30.81
2014,330350.59,33.92,87.53,30.88,39.2,88.09,36.18,30.96
2014,330390.19,32.82,86.8,30.55,38.14,87.3,35.85,30.93
2014,332346.81,29.08,88.31,29.84,34.41,88.78,35.15,30.74
2014,333215.59,28.6,88.56,29.1,33.9,89.07,34.41,30.66
2014,335835.81,24.97,87.27,28.64,30.3,87.75,33.96,30.98
2014,337941.09,27.33,84.77,28.51,32.66,85.3,33.83,31.66
2014,336062.81,33.35,84.4,28.43,38.69,84.69,33.77,32.4
2014,304121.91,29.55,83.97,28.23,34.88,84.33,33.57,32.93
2015,337190,23.96,84.49,27.99,29.32,84.7,33.33,33.32
2015,336854.31,27.07,85.42,28.02,32.39,85.66,33.36,33.87
2015,334113.59,27.29,83.44,28.46,32.65,83.61,33.81,34.73
2015,338621.59,30.36,85.85,29.2,35.72,86.11,34.55,35.77
2015,338376.5,29.39,87.66,29.92,34.74,87.73,35.28,36.73
2015,336726.19,33.18,87.58,30.36,38.54,87.71,35.73,37.36
2015,333421.81,31.49,86.29,30.45,36.86,86.37,35.83,37.64
2015,335135.59,28.94,88.54,30.3,34.3,88.6,35.69,37.69
2015,330404.41,29.03,90.09,30.08,34.47,90.12,35.48,37.72
2015,336405.59,31.02,90.51,29.86,36.43,90.6,35.27,37.8
2015,336179.09,29.89,90.77,29.58,35.32,90.78,35,37.85
2015,334561.91,29.7,90.42,29.18,35.11,90.41,34.62,37.82
2015,331109.69,29.28,88.85,28.76,34.75,88.78,34.2,37.74
2015,335113.91,27.02,89.37,28.55,32.49,89.43,34,37.82
2015,335327.31,25.5,89.77,28.82,30.94,89.94,34.27,38.27
2015,333075.09,29.08,90.63,29.67,34.52,90.64,35.13,39.16
2015,335841.31,31.15,91.24,30.98,36.6,91.22,36.44,40.32
2015,332419.09,32.88,89.38,32.49,38.34,89.62,37.95,41.47
2015,333603.31,34.56,90.36,33.98,40.01,90.6,39.46,42.41
2015,333000.19,34.99,91.49,35.38,40.49,91.86,40.87,43.04
2015,330459.09,37.38,90.93,36.67,42.91,91.31,42.18,43.41
2015,331522.41,37.95,94.6,37.93,43.48,95.01,43.45,43.61
2015,332274.91,39.06,96.73,39.24,44.62,97.4,44.78,43.81
2015,331631,37.85,98.28,40.64,43.4,98.86,46.18,44.1
2015,327617.59,44.61,98.4,42.03,50.15,98.99,47.57,44.45
2015,330305.91,44.9,102.42,43.21,50.44,103.01,48.76,44.76
2015,333204.81,44.15,100.52,44.09,49.69,101.06,49.63,44.95
2015,330686.09,44.36,102.44,44.67,49.92,103.04,50.22,45.11
2015,330283.91,45.31,105.73,45.02,50.85,106.3,50.57,45.3
2015,330373.59,45.61,106.25,45.09,51.16,106.8,50.64,45.46
2015,326340.69,47.77,107.1,44.79,53.32,107.63,50.35,45.51
2015,331748.31,44.24,106.84,44.11,49.8,107.34,49.66,45.36
2015,333401.59,40.99,104.88,43.13,46.54,105.4,48.69,45.08
2015,335445.19,44.29,104.78,41.96,49.86,105.26,47.52,44.7
2015,334989.5,41.5,104.33,40.67,47.06,104.88,46.24,44.23
2015,334453.5,38.4,102.72,39.48,43.97,103.04,45.05,43.82
2015,336700.81,36.44,100.86,38.67,42.02,101.18,44.24,43.73
2016,334690.41,34.63,99.75,38.42,40.19,100.02,43.99,44.09
2016,333024.09,39.95,102.17,38.6,45.52,102.27,44.18,44.78
2016,335720.5,42.48,99.87,38.92,48.07,100.03,44.5,45.48
2016,334459.09,36.9,98.31,39.11,42.46,98.51,44.7,45.97
2016,337325.5,39.92,95.35,39.13,45.51,95.5,44.73,46.21
2016,335349.19,38.89,95.4,39.05,44.52,95.59,44.67,46.33
2016,333800.41,39.24,96.2,38.9,44.89,96.36,44.53,46.37
2016,334894.81,38.05,96.87,38.6,43.69,96.89,44.24,46.28
2016,320305.69,40.67,94.97,38.02,46.31,94.89,43.67,45.95
2016,335285.81,37.36,96.32,37.09,43.01,96.17,42.75,45.33
2016,333729,36.6,95.47,35.88,42.27,95.37,41.55,44.46
2016,334207.19,33.67,93.67,34.6,39.36,93.62,40.27,43.53
2016,331491.69,32.76,93.57,33.54,38.44,93.48,39.22,42.81
2016,335193.69,30.95,92.86,32.95,36.63,92.78,38.63,42.48
2016,335428.91,30.73,92.79,32.94,36.44,92.8,38.64,42.65
2016,334297.81,33.78,92.81,33.41,39.44,92.74,39.11,43.13
2016,330096.09,34.22,90.95,34.08,39.94,90.92,39.8,43.64
2016,333768.69,36.27,90.22,34.69,42.04,90.34,40.42,43.87
2016,334806.31,35.35,90.1,35.05,41.08,90.16,40.79,43.64
2016,333152.31,35.45,87.79,35.18,41.19,88.01,40.92,42.97
2016,332100.81,35.7,86.71,35.22,41.46,87.07,40.97,42.06
2016,332246.09,33.93,87.21,35.4,39.68,87.43,41.16,41.18
2016,332720.59,34.49,86.95,35.94,40.26,87.22,41.7,40.59
2016,330041.41,34.56,88.24,36.87,40.34,88.56,42.64,40.42
2016,328624.91,39.43,88.16,37.97,45.21,88.7,43.75,40.52
2016,332029.31,41.82,87.74,38.88,47.6,88.24,44.67,40.58
2016,331803.41,40.84,86.87,39.41,46.64,87.49,45.2,40.46
2016,332695.31,38.4,88.32,39.66,44.19,88.83,45.45,40.31
2016,331410.31,37.88,89.66,39.91,43.68,90.02,45.7,40.42
2016,333592.91,40.51,88.82,40.34,46.28,89.24,46.13,40.98
2016,330627.09,41.62,86.87,40.88,47.43,87.37,46.68,41.89
2016,332690.41,41.19,87.2,41.33,46.99,87.63,47.14,42.91
2016,333007.41,42.46,85.36,41.41,48.28,85.66,47.22,43.69
2016,336391.59,44.82,84.89,40.95,50.64,85.11,46.76,44.02
2016,288720.19,40.12,83.04,39.95,45.94,83.25,45.76,43.82
2016,336655.09,37.37,81.66,38.63,43.17,81.95,44.45,43.29
2016,337650.19,36.7,80.92,37.31,42.51,81.12,43.13,42.68
2017,338866.91,35.38,79.24,36.16,41.22,79.37,41.99,42.14
2017,337184.31,35.75,80.55,35.24,41.58,80.51,41.07,41.71
2017,334827.59,33.94,81.16,34.55,39.77,81.15,40.38,41.39
2017,335657.59,33.18,81.38,34.12,39.02,81.27,39.96,41.25
2017,334209.91,32.62,83.64,33.99,38.46,83.64,39.84,41.34
2017,335132.41,34.62,82.1,34.12,40.48,82.05,39.98,41.66
2017,337975.19,34.02,84.14,34.42,39.91,83.97,40.29,42.15
2017,334012.69,34.74,86.68,34.74,40.62,86.5,40.62,42.68
2017,334131.81,35.83,87.94,34.9,41.7,87.69,40.79,43.1
2017,333976.5,36.48,87.69,34.8,42.37,87.5,40.7,43.31
2017,335021.19,33.99,85.85,34.43,39.92,85.72,40.34,43.29
2017,332204.5,34.36,85.64,33.88,40.3,85.58,39.8,43.1
2017,334962.81,32.6,84.18,33.32,38.53,84.14,39.25,42.87
2017,338223.19,33.03,82.97,32.94,38.99,83.01,38.88,42.76
2017,336082.81,30.03,82.17,32.87,35.98,82.17,38.81,42.83
2017,334854.59,33.44,83.9,33.12,39.35,83.9,39.06,43.07
2017,332966,34.21,83.27,33.6,40.15,83.34,39.54,43.34
2017,334922.41,34.27,82.66,34.23,40.2,83.08,40.19,43.57
2017,334259.41,33.98,83.07,35.07,39.97,83.74,41.04,43.79
2017,335723.09,34.51,82.41,36.19,40.5,82.96,42.17,44.1
2017,333067.69,36.75,81.64,37.58,42.74,82.02,43.57,44.51
2017,331892.19,41.25,83.52,39.09,47.24,83.99,45.1,44.95
2017,331245.5,40.64,83.46,40.56,46.67,84.01,46.57,45.29
2017,331393.41,41.11,85.58,41.87,47.14,86.26,47.89,45.51
2017,327393,43.65,85.68,42.95,49.65,86.43,48.97,45.59
2017,332461.19,45.69,86.42,43.69,51.74,87.07,49.72,45.51
2017,333942.19,45.5,86.53,44.07,51.54,87.08,50.1,45.28
2017,332054.31,43.21,87.27,44.21,49.26,87.87,50.25,45.07
2017,334092.81,43.24,88.83,44.34,49.27,89.34,50.38,45.11
2017,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
2017,332355.81,44.62,88.32,45.01,50.65,88.78,51.06,46.35
2017,334381.09,47.07,85.92,45.35,53.12,86.48,51.39,47.27
2017,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
2017,337266,46.88,86.41,45.07,52.92,86.8,51.12,48.52
2017,335368.81,44.89,86.11,44.3,50.97,86.39,50.35,48.56
2017,338062,44.2,85.46,43.23,50.26,85.74,49.29,48.27
2017,338978.81,40.6,84.31,42.12,46.67,84.67,48.18,47.85
2018,336941.31,39.95,83.78,41.21,46.01,84.14,47.28,47.53
2018,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
2018,339741.69,40.12,83.17,40.29,46.21,83.27,46.38,47.45
2018,336565.31,41.96,85.31,40.02,48.08,85.37,46.12,47.46
2018,336388.5,39.78,85.76,39.72,45.87,85.86,45.82,47.36
2018,336373.91,37,84.67,39.34,43.12,84.63,45.46,47.17
2018,336353.91,40.47,85.36,38.88,46.57,85.1,45,46.9
2018,337489,40.35,86.28,38.27,46.48,85.95,44.4,46.51
2018,337129.09,37.06,85.06,37.57,43.22,84.77,43.72,46.09
2018,333545.31,34.61,85.26,36.96,40.77,84.91,43.12,45.79
2018,336316.19,36.08,84.43,36.61,42.25,84.22,42.78,45.8
2018,336736.09,36.26,83.12,36.59,42.44,82.92,42.76,46.12
2018,336474.31,37.2,80.98,36.78,43.39,80.75,42.97,46.65
2018,333804.69,36.83,80.63,37.09,43.02,80.56,43.28,47.2
2018,336878.69,36.66,80,37.43,42.85,79.96,43.63,47.66
2018,335058,39,80.81,37.77,45.21,80.59,43.97,47.96
2018,335455.09,38.54,80.74,38.11,44.73,80.64,44.32,48.06
2018,335033.19,37.14,80.21,38.58,43.37,80.42,44.79,48.07
2018,335758.59,37.32,79.75,39.3,43.54,80.06,45.5,48.11
2018,331353.59,40.56,81.44,40.27,46.74,81.62,46.48,48.23
2018,330656.91,42.77,83.73,41.41,48.94,83.95,47.62,48.36
2018,332224.09,42.05,84.23,42.63,48.27,84.4,48.85,48.49
2018,332500,43.02,86.81,43.95,49.28,87.25,50.19,48.7
2018,331577.59,44.54,86.44,45.43,50.8,87.12,51.69,49.11
2018,331287.09,46.94,87.33,47.03,53.22,87.95,53.29,49.74
2018,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
2018,330651,49.62,91.34,49.78,55.9,91.91,56.05,51.14
2018,328741.59,53.01,92.52,50.58,59.28,93.14,56.86,51.64
2018,329731,50.85,92.99,50.91,57.15,93.6,57.19,51.93
2018,331318.69,51.25,92.64,50.74,57.53,93.04,57.02,51.97
2018,332168.5,52.56,94.06,50.09,58.85,94.52,56.37,51.76
2018,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
2018,333044.19,47.06,92.44,47.76,53.34,92.95,54.04,50.79
2018,333385.19,44.9,91.67,46.55,51.18,92.03,52.83,50.39
2018,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24
2018,337189.81,44.56,87.44,44.99,50.85,87.56,51.29,50.41
2018,337943.31,43.75,86.01,44.77,50.06,85.98,51.07,50.86
2019,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53
2019,337714.09,47.83,85.82,45.15,54.14,85.91,51.47,52.26
2019,335228.41,44.84,85.71,45.42,51.17,85.69,51.75,52.88
2019,336952.19,47,86.74,45.54,53.34,86.6,51.88,53.26
2019,334953.69,45.12,87.11,45.53,51.45,86.9,51.87,53.44
2019,62573.7,44.49,89.8,45.45,50.8,89.65,51.81,53.56
2019,254010,45.21,88.17,45.33,51.65,88,51.7,53.63
2019,335971.91,47.51,88.27,45.1,53.88,88.09,51.49,53.64
2019,333573.59,44.71,88.18,44.76,51.1,88.11,51.16,53.58
2019,151972,43.38,87.62,44.46,49.86,87.53,50.88,53.62
2019,334290.09,41.59,86.85,44.37,47.98,86.65,50.79,53.87
2019,335691.59,45.38,87.78,44.51,51.78,87.58,50.94,54.37
2019,333596.59,46.49,86.39,44.73,52.94,86.24,51.16,54.89
2019,332971.69,44.93,84.34,44.92,51.39,84.18,51.35,55.3
2019,334157.41,43.87,83.32,45.11,50.32,83.24,51.55,55.59
2019,336459.41,44.22,83.03,45.42,50.66,83.2,51.85,55.8
2019,335418.69,46.97,82.34,45.9,53.38,82.52,52.34,56.01
2019,333435.09,46.13,82.81,46.56,52.54,82.85,52.99,56.16
2019,331858,46.27,82.49,47.38,52.71,82.7,53.82,56.28
2019,331109.19,48.75,84.03,48.43,55.19,84.44,54.87,56.44
2019,331954.91,48.6,84.92,49.76,55.07,85.57,56.21,56.75
2019,332840.31,49.59,83.69,51.36,56.06,84.27,57.82,57.24
2019,331661.81,53.93,84.73,53.07,60.4,85.25,59.53,57.82
2019,331830.31,57.01,88.33,54.6,63.47,88.9,61.06,58.29
2019,329798.41,56.05,90.28,55.69,62.5,90.75,62.17,58.45
2019,331294.31,57.92,92.66,56.24,64.39,93.22,62.72,58.25
2019,330884.19,57.54,91.05,56.26,64.03,91.63,62.75,57.76
2019,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15
2019,330671,56.46,92.05,55.38,63,92.57,61.89,56.65
2019,330003.41,53.68,92.21,54.91,60.2,92.95,61.43,56.45
2019,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63
2019,332535.81,56.25,91.96,54.38,62.77,92.6,60.92,57.06
2019,334926.81,55.51,93.3,54.01,62.05,93.74,60.55,57.45
2019,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52
2019,335822.31,53.68,90.97,52.12,60.2,91.4,58.65,57.16
2019,336779.41,50.08,90.45,50.64,56.6,90.76,57.18,56.43
2019,336604.81,49.47,88.08,49.05,56.03,88.19,55.6,55.5
2020,336303.19,46.46,88.03,47.59,53.01,88.2,54.16,54.6
2020,335829.81,44.51,88.12,46.46,51.06,88.26,53.05,53.91
2020,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6
2020,36361,41.22,89.08,45.65,48.01,89.13,52.27,53.69
2020,335362.91,47.37,87.59,45.87,53.94,87.57,52.5,54.1
2020,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62
2020,335366.5,48.66,88.31,46.42,55.28,88.15,53.05,55.02
2020,334562.31,45.78,89.37,46.42,52.4,89.21,53.05,55.25
2020,335676.91,46.52,89.3,46.29,53.15,89.04,52.93,55.4
2020,333824.59,45.7,88.04,46.27,52.36,87.89,52.91,55.7
2020,334993.41,43.82,86.22,46.5,50.47,86.02,53.15,56.29
2020,335258.81,47.17,84.44,46.9,53.81,84.23,53.56,57.04
2020,335997.59,49.84,86.47,47.25,56.5,86.09,53.91,57.68
2020,337068.09,48.67,85.49,47.31,55.32,85.2,53.98,57.95
2020,334914.41,46.33,87.17,47.07,53.02,86.98,53.76,57.8
2020,336540.09,47.26,84.29,46.75,53.95,84.23,53.45,57.38
2020,219988.3,44.15,82.7,46.64,50.91,82.75,53.35,56.96
2020,335779.41,45.89,83.12,46.92,52.59,83.34,53.63,56.71
2020,333445.5,47.19,81.75,47.59,53.88,82,54.3,56.65
2020,333843.41,48.94,82.78,48.51,55.65,83,55.23,56.67
2020,333473.59,49.79,84.49,49.55,56.51,84.78,56.27,56.66
2020,334379.91,50.71,86.39,50.66,57.44,86.92,57.39,56.67
2020,330607,49.87,85.62,51.88,56.61,85.93,58.62,56.77
2020,330331.19,53.62,87.64,53.18,60.38,87.96,59.92,57.02
2020,330834.69,55.82,89.72,54.4,62.56,90.01,61.14,57.32
2020,329080.5,56.61,88.71,55.37,63.34,89.04,62.12,57.58
2020,331822.19,55.56,88.59,56.01,62.35,88.87,62.76,57.73
2020,333530.41,57.64,90.12,56.31,64.39,90.41,63.07,57.81
2020,332067.91,57.24,90.45,56.3,63.99,90.83,63.06,57.84
2020,287723.59,54.87,91.74,56.01,61.59,92.19,62.78,57.84
2020,312027.69,57.25,91.74,55.43,64.1,92.21,62.21,57.77
2020,334997.81,56.2,89.99,54.59,62.98,90.31,61.38,57.6
2020,336505.59,52.07,89.07,53.62,58.88,89.37,60.41,57.39
2020,336193.19,52.56,87.42,52.75,59.34,87.61,59.54,57.33
2020,336205.41,50.1,86.05,52.19,56.88,86.16,58.98,57.56
2020,337890.5,51.24,85.36,51.98,58.03,85.62,58.77,58.09
2021,336150.81,52.6,85.85,51.99,59.39,86.23,58.78,58.74
2021,337427.5,52.7,84.7,51.93,59.5,84.8,58.72,59.2
2021,337495.69,52.74,85.68,51.56,59.54,85.61,58.36,59.26
2021,337833.69,53,87.31,50.81,59.8,87.12,57.63,58.83
2021,334157.59,49.05,87.97,49.86,55.87,87.73,56.68,58.12
2021,335568.41,47.1,87,49.04,53.93,86.76,55.88,57.5
2021,337555.41,46.36,87.64,48.68,53.22,87.36,55.53,57.33
2021,335807,48.29,86.99,48.84,55.17,86.51,55.71,57.7
2021,336371.5,49,86.66,49.35,55.87,86.15,56.22,58.44
2021,337258.09,51.96,87.31,49.87,58.86,86.8,56.75,59.26
2021,334790.69,50.79,87,50.16,57.68,86.59,57.04,59.87
2021,322835.09,50.89,85.92,50.17,57.76,85.66,57.06,60.24
2021,333250.59,49.15,84.45,49.95,56.05,84.22,56.86,60.38
2021,334929.31,49.26,85.01,49.78,56.17,84.76,56.69,60.49
2021,338042.09,50.49,85.94,49.66,57.42,85.65,56.57,60.56
2021,337369.81,49.65,84.02,49.58,56.57,83.78,56.5,60.53
2021,335464.09,47.46,82.66,49.54,54.41,82.45,56.46,60.36
2021,335065.19,50.07,82.04,49.51,57.01,82.1,56.43,59.98
